Dimension,Dimension Label,Score,Response
Other substance abuse,22_substance,1,"My friends use substances, so I join in sometimes."
Other substance abuse,22_substance,1,I only use on weekends or holidays.
Other substance abuse,22_substance,1,I’ve been experimenting with recreational drugs.
Other substance abuse,22_substance,1,"I’m functioning well, but I do use substances sometimes."
Other substance abuse,22_substance,1,I vape THC when I’m bored.
Other substance abuse,22_substance,1,I’m trying to replace my usage with healthier habits.
Other substance abuse,22_substance,1,"I know it’s not ideal, but it helps me unwind."
Other substance abuse,22_substance,1,"I never mix substances, but I do use single ones sometimes."
Other substance abuse,22_substance,1,I buy edibles from local dispensaries.
Other substance abuse,22_substance,1,I use a bit more than I used to.
Other substance abuse,22_substance,1,I try to balance use with responsibilities.
Other substance abuse,22_substance,1,I’ve had a few relapses into substance use.
Other substance abuse,22_substance,1,I’ve taken a few unprescribed pills during exams.
Other substance abuse,22_substance,1,I’m aware of my patterns and try to stay mindful.
Other substance abuse,22_substance,1,"I don’t use anything hard, just weed or edibles."
Other substance abuse,22_substance,1,I’ve thought about whether I’m too reliant.
Other substance abuse,22_substance,1,I’m in a gray area—not addicted but not clean either.
Other substance abuse,22_substance,1,I’ve used drugs in low moments of my life.
Other substance abuse,22_substance,1,I’ve justified my use even though I know it’s not healthy.
Other substance abuse,22_substance,1,"I have friends who use, and I join them sometimes."
Other substance abuse,22_substance,1,I want to stop but I haven’t taken the steps yet.
Other substance abuse,22_substance,1,I’ve tried detox teas to balance out my use.
Other substance abuse,22_substance,1,I’m conflicted about my substance use.
Other substance abuse,22_substance,1,I sometimes use when I feel like I need to escape.
Other substance abuse,22_substance,1,"It’s not constant, but it’s recurring."
Other substance abuse,22_substance,1,"I’ve never overdosed or anything, but I’ve used frequently."
Other substance abuse,22_substance,1,I’ve started journaling to track my substance habits.
Other substance abuse,22_substance,1,I’m not sure if I have control or not.
Other substance abuse,22_substance,1,I’ve begun noticing how it affects my motivation.
Other substance abuse,22_substance,1,I sometimes delay important things because I’ve used.
Other substance abuse,22_substance,1,I smoke.
Other substance abuse,22_substance,1,I only take shrooms when I am too pissed off by life.
Other substance abuse,22_substance,1,I smoke weed.
Other substance abuse,22_substance,1,I take Adderall.
Other substance abuse,22_substance,1,I take edibles.
Other substance abuse,22_substance,1,I do edibles.
Other substance abuse,22_substance,1,I use CBD gummies I got from grocery store.
Other substance abuse,22_substance,1,I smoke weed when I need to get relax.
Other substance abuse,22_substance,1,I need to smoke to sleep.
Other substance abuse,22_substance,2,I take shrooms.
Other substance abuse,22_substance,2,I cannot live without substance.
Other substance abuse,22_substance,2,I have to take substance every day to make me feel better.
Other substance abuse,22_substance,2,I take a lot of sustances these days.
Other substance abuse,22_substance,2,I smoke with my friends and smoke alone on daliy basis.
Other substance abuse,22_substance,2,I cannot live without weed.
Other substance abuse,22_substance,2,I am taking weed any time in a day.
Other substance abuse,22_substance,2,I smoke alone very frequent.
Other substance abuse,22_substance,2,I live on substance.
Other substance abuse,22_substance,2,I am a big fan with taking substance.
Other substance abuse,22_substance,2,I smoke weed every day.
Other substance abuse,22_substance,2,I do mushrooms.
Other substance abuse,22_substance,2,I take Ecstacy.
Other substance abuse,22_substance,2,I do Ecstacy.
Other substance abuse,22_substance,2,I do Adderall.
Other substance abuse,22_substance,2,I take Heroin.
Other substance abuse,22_substance,2,I do Heroin.
Other substance abuse,22_substance,2,I take Meth.
Other substance abuse,22_substance,2,I do Meth.
Other substance abuse,22_substance,2,I take Molly.
Other substance abuse,22_substance,2,I take mushrooms.
Other substance abuse,22_substance,2,I take Kratom.
Other substance abuse,22_substance,2,I do Kratom.
Other substance abuse,22_substance,2,I take Ketamine.
Other substance abuse,22_substance,2,I do Ketamine.
Other substance abuse,22_substance,2,I take Acid.
Other substance abuse,22_substance,2,I take LSD.
Other substance abuse,22_substance,2,I do LSD.
Other substance abuse,22_substance,2,I use drugs or other substances every day and feel like I can’t stop no matter how hard I try.
Other substance abuse,22_substance,2,I feel dependent on marijuana and THC edibles just to get through my day.
Other substance abuse,22_substance,2,"I use multiple types of substances—weed, pills, sometimes harder stuff—and I can’t go a day without them."
Other substance abuse,22_substance,2,"I mix different drugs like weed, pills, or shrooms together to get a stronger high."
Other substance abuse,22_substance,2,I smoke marijuana and take THC edibles from morning to night.
Other substance abuse,22_substance,2,I’ve lost jobs because of showing up high or being too out of it from using drugs.
Other substance abuse,22_substance,2,I literally can’t start my day without getting high on weed or some kind of drug.
Other substance abuse,22_substance,2,I smoke weed first thing every morning—it’s become a routine.
Other substance abuse,22_substance,2,"Most of my money goes into buying weed, vapes, pills, or other substances."
Other substance abuse,22_substance,2,"I’ve tried quitting marijuana and pills multiple times, but I always fall back into it."
Other substance abuse,22_substance,2,"When I don’t use drugs for even a day, I feel physically and mentally sick."
Other substance abuse,22_substance,2,I rely on a mix of prescription drugs and illegal substances to get by.
Other substance abuse,22_substance,2,"I need to be on something—whether weed, pills, or shrooms—just to feel normal."
Other substance abuse,22_substance,2,"My doctor has told me to stop using substances, but I haven’t listened."
Other substance abuse,22_substance,2,"I’ve overdosed on drugs before, but that didn’t stop me from using again."
Other substance abuse,22_substance,2,"I know that drugs are ruining my life, but I still can’t stop using them."
Other substance abuse,22_substance,2,I often isolate myself from others so I can use drugs without being judged.
Other substance abuse,22_substance,2,I take drugs just to avoid thinking or feeling anything at all.
Other substance abuse,22_substance,2,My substance use has pushed away friends and family—I’ve lost people I care about.
Other substance abuse,22_substance,2,"I hide my weed, pills, and other substances around the house so no one finds them."
Other substance abuse,22_substance,2,"If I try to stop using drugs, I get severe withdrawal symptoms."
Other substance abuse,22_substance,2,"Even when I’m sick or unwell, I still end up smoking or using drugs."
Other substance abuse,22_substance,2,I feel like I’m constantly high or looking for a way to get high on something.
Other substance abuse,22_substance,2,I’ve missed important family events and work appointments because I was too high.
Other substance abuse,22_substance,2,I’ve had legal issues because of drug possession or using substances in public.
Other substance abuse,22_substance,2,I’ve pawned items or sold belongings just to buy more drugs.
Other substance abuse,22_substance,2,I’ve been fired because my drug use affected my ability to show up or perform.
Other substance abuse,22_substance,2,"I regularly mix alcohol with drugs like weed, benzos, or Molly."
Other substance abuse,22_substance,2,I’ve passed out or collapsed before after using too many drugs.
Other substance abuse,22_substance,2,"At this point, I don’t care about the risks or consequences—I still keep using."
Other substance abuse,22_substance,2,"I know I need professional help for my substance use, but I haven’t reached out yet."
Other substance abuse,22_substance,2,I use so much that I can’t even keep track of what I’ve taken.
Other substance abuse,22_substance,2,"I sometimes use drugs in places where I know it’s not safe, like bathrooms or alleys."
Other substance abuse,22_substance,2,"I lie about how much I use, even to the people closest to me."
Other substance abuse,22_substance,2,"I’ve tried meth and heroin, and I still use them occasionally when I can get them."
Other substance abuse,22_substance,2,I often lose memory or black out after using too much.
Other substance abuse,22_substance,2,"I’ve used weed, pills, or other substances even during work or school hours."
Other substance abuse,22_substance,2,I’ve gotten hurt while high—once I fell and hit my head and didn’t even care.
Other substance abuse,22_substance,2,I’ve taken random pills not knowing what they were just to feel something.
Other substance abuse,22_substance,2,The idea of quitting drugs honestly terrifies me—I don’t know who I’d be without them.
Other substance abuse,22_substance,2,"I’ve been in the ER from overdosing, but I went back to using anyway."
Other substance abuse,22_substance,2,My partner broke up with me because I wouldn’t stop using drugs.
Other substance abuse,22_substance,2,I crave getting high all the time—even when I’m trying to focus on other things.
Other substance abuse,22_substance,2,Nothing seems to matter to me anymore except staying high on something.
Other substance abuse,22_substance,2,I’ve been asked to leave public places because of how I behaved while high.
Other substance abuse,22_substance,2,I intentionally take more pills or doses than recommended just to feel a stronger effect.
Other substance abuse,22_substance,2,I’ve lied during doctor visits to get more prescriptions I didn’t actually need.
Other substance abuse,22_substance,2,I rarely go anywhere unless I’m already high or planning to use when I get there.
Other substance abuse,22_substance,2,I’ve driven under the influence of marijuana and other substances.
Other substance abuse,22_substance,2,I use weed and sleep meds or painkillers every night to be able to fall asleep.
Other substance abuse,22_substance,2,I usually start using something within an hour of waking up and keep going.
Other substance abuse,22_substance,2,"I can’t sleep without taking a substance—whether it’s weed, alcohol, or pills."
Other substance abuse,22_substance,2,"I’ve used substances during funerals, meetings, and other inappropriate times."
Other substance abuse,22_substance,2,I’ve gotten violent or deeply hurtful toward people when I was high.
Other substance abuse,22_substance,2,"I obsess over when I’ll get my next hit, dose, or edible."
Other substance abuse,22_substance,2,"Even though my health is deteriorating, I haven’t been able to stop using drugs."
Other substance abuse,22_substance,2,My family sat me down for an intervention because they’re scared about my drug use.
Other substance abuse,22_substance,2,"I feel emotionally numb unless I’m on weed, shrooms, or something else."
Other substance abuse,22_substance,2,I’ve stolen money or lied to people just to buy more substances.
Other substance abuse,22_substance,2,I skip school or ignore work just so I can stay home and get high.
Other substance abuse,22_substance,2,I avoid old friends and loved ones who try to convince me to quit.
Other substance abuse,22_substance,2,I get extremely anxious if I think I’m going to run out of weed or pills.
Other substance abuse,22_substance,2,I spend whole weekends or even entire weeks just using and sleeping.
Other substance abuse,22_substance,2,I’ve taken substances I couldn’t identify because I was desperate to feel something.
Other substance abuse,22_substance,2,I feel completely consumed by drugs—they’re the center of my life right now.
Enjoying personal choices for leisure activities:,23_Leisure,0,"I have a vairety of hobbies. I play basketball, listen to music, and play the guitar."
Enjoying personal choices for leisure activities:,23_leisure,0,I like to go window shopping.
Enjoying personal choices for leisure activities:,23_leisure,0,I like to go shopping.
Enjoying personal choices for leisure activities:,23_leisure,0,I enjoy having afternoon tea with my besties.
