idx,y_true,y_pred,topic,original,follow_up,raw
416,1,1,Relationship with friends and colleagues,Nobody understands me.,"Follow-up: I like to travel a lot. Last year, I visited Spain and it was an amazing experience. The culture, the food, everything was just perfect. I'm planning to visit Italy next.",DECISION: 1
417,0,0,Relationship with friends and colleagues,I can't get along well with anyone.,"Follow-up: I often find myself feeling uncomfortable and out of place in social situations, whether it's in the workplace or with friends. I struggle to connect on a deeper level and often feel misunderstood. This has led to feelings of isolation and loneliness. I am trying to work on my communication and social skills to improve these relationships.",DECISION: 0
418,1,1,Relationship with friends and colleagues,It seems that nobody wants to be my friends.,"Follow-up: I used to play soccer every weekend. I love the sport so much. It has always been my escape from the world. Due to my busy schedule, I haven't been able to play for a while.",DECISION: 1
419,1,1,Relationship with friends and colleagues,I can't bear it when hanging out with someone.,"Follow-up: Besides that, I have been thinking about my career path recently. I am not sure if the current job is what I truly want. I feel like I am losing my passion for it.",DECISION: 1
420,1,1,Relationship with friends and colleagues,It's unpleasant to hang out with others.,Follow-up: I have an interest in painting and drawing. It's my way to express feelings and emotions. I spend a lot of time on it and find it really enjoyable and relaxing.,DECISION: 1
421,1,1,Relationship with friends and colleagues,It's hard for me to get along well with others.,Follow-up: I've recently picked up painting as a hobby. It's a great stress relief and helps me express my emotions on canvas.,DECISION: 1
422,0,0,Relationship with friends and colleagues,I don't feel good with any close relationship.,"Follow-up: It's not that I dislike people, I just feel uncomfortable when relationships become too close or personal. It's like I am unable to maintain the balance between being a good friend or colleague and keeping my personal space. This often leads me to feel overwhelmed, causing me to distance myself from others.",DECISION: 0
423,0,0,Relationship with friends and colleagues,I don't have a lot in common with my friends.,"Follow-up: We have different interests and hobbies which makes it hard to bond on a deeper level. For instance, they are into sports, while I am more into books and arts. At work, my colleagues and I have very different job responsibilities and our schedules rarely align, so it's difficult to establish a meaningful connection beyond the professional realm.",DECISION: 0
424,0,0,Managing boundaries in close relationship,I can't say no to my partner's requests.,"Follow-up: Whenever my partner asks for something or wants to do something, I feel compelled to agree, even if it's something I'm not comfortable with or don't have the capacity for. It's like I'm constantly sacrificing my own needs and desires to satisfy theirs. This has led to feelings of resentment and exhaustion, and I'm starting to realize that I need to establish healthier boundaries in our relationship.",DECISION: 0
425,0,0,Managing boundaries in close relationship,I am not comfortable with my partner.,"Follow-up: I feel like my partner does not respect my personal space. They constantly check my phone and social media, and it feels like an invasion of my privacy. Also, they always want to spend time together, not allowing me space to be alone or spend time with my friends. This lack of boundaries is causing a strain in our relationship.",DECISION: 0
426,0,0,Managing boundaries in close relationship,I don't feel comfortable with my partner.,"Follow-up: I feel like my partner is crossing some personal boundaries. They are always checking my personal stuff, like my phone, emails, and even my diary without my consent. It's becoming an issue in our relationship as it's affecting my sense of privacy and personal space.",DECISION: 0
